arxiv_id,title,year,pub_date,primary_cat,all_cats,authors,doi,journal_ref,url,summary,source,cluster,family,task,ai_method,cited_by,venue,oa_doi,oa_authors,oa_fetched
2603.08801,Large Language Model-Assisted Superconducting Qubit Experiments,2026,2026-03-09 18:03:10,quant-ph,quant-ph;cs.AI,Shiheng Li and Jacob M. Miller and Phoebe J. Lee and Gustav Andersson and Christopher R. Conner and Yash J. Joshi and Bayan Karimi and Amber M. King and Howard L. Malc and Harsh Mishra and Hong Qiao and Minseok Ryu and Xuntao Wu and Siyuan Xing and Haoxiong Yan and Jian Shi and Andrew N. Cleland,,,https://arxiv.org/abs/2603.08801,"Superconducting circuits have demonstrated significant potential in quantum information processing and quantum sensing. Implementing novel control and measurement sequences for superconducting qubits is often a complex and time-consuming process, requiring extensive expertise in both the underlying physics and the specific hardware and software. In this work, we introduce a framework that leverages a large language model (LLM) to automate qubit control and measurement. Specifically, our framework conducts experiments by generating and invoking schema-less tools on demand via a knowledge base on instrumental usage and experimental procedures. We showcase this framework with two experiments: an autonomous resonator characterization and a direct reproduction of a quantum non-demolition (QND) characterization of a superconducting qubit from literature. This framework enables rapid deployment of standard control-and-measurement protocols and facilitates implementation of novel experimental procedures, offering a more flexible and user-friendly paradigm for controlling complex quantum hardware.",supplement_t1,,device,application,llm,0,,10.48550/arxiv.2603.08801,Shiheng Li and Jacob M. Miller and Phoebe J. Lee and Gustav Andersson and Christopher R. Conner and Yash J. Joshi and Bayan Karimi and Amber M. King and Howard L. Malc and Harsh Mishra and Hong Qiao and M.S. Ryu and Xuntao Wu and Siyuan Xing and Haoxiong Yan and Jian Shi and A. N. Cleland,2026-09-07
2510.26824,LeMat-Synth: a multi-modal toolbox to curate broad synthesis procedure databases from scientific literature,2025,2025-10-28 17:58:18,cs.DL,cs.DL;cs.AI;cs.IR,Magdalena Lederbauer and Siddharth Betala and Valerie Gentzke and Anamaria Leonescu and Amine Sehaba and Faris Flaifil and Ayush Jain and Alfonso Amayuelas and Nikhil Yelamarthy and Xiyao Li and Grégoire Germain and Stefano Ribes and Stefan P. Schmid and Alexandre Nozadze and Anna Kelmanson and Sudheesh Kumar Ethirajan and Mohd Zaki and Elton Pan and Georgia Channing and Connor W. Coley and Philippe Schwaller and Rocío Mercado and Alexandre Duval and Mathilde L. D. Franckel and Samuel P. Gleason,,,https://arxiv.org/abs/2510.26824,"Wide access to advanced experimental methods in materials science has given rise to an abundance of procedural knowledge, which is scattered across decades of scientific literature and recorded in unstructured formats that are challenging to analyze systematically. In this work, we present LeMat-Synth Parser, a modular, open-source, and multi-modal extraction toolbox that utilizes large language models (LLMs) and vision language models (VLMs) to automatically structure synthesis protocols and performance metrics extracted from both text and figures of publications. Applying LeMat-Synth Parser to 81K open-access publications, we curate LeMat-Synth, an extensive dataset of 58K synthesis procedures and to our knowledge the largest and most diverse structured inorganic materials synthesis dataset to date, covering 35 synthesis methods and 16 material classes based on a domain-specific ontology. We validate extraction quality against annotations by domain experts and a scalable LLM-as-a-judge framework, and benchmark a suite of models to identify optimal configurations and characterize cross-model biases. To demonstrate the extensibility of LeMat-Synth Parser, we apply it to two distinct domains. First, we link synthesis protocols and catalyst identity to thermocatalytic performance across a corpus of ammonia-decomposition publications. Second, we cross-validate text- and figure-reported critical transition temperatures across 1,384 superconductivity papers, then use the validated pipeline to recover the critical transition temperature for every composition in a sample series. We release LeMat-Synth Parser and the LeMat-Synth dataset openly on GitHub and Hugging Face",supplement_t1,,general,synthesis,llm,0,,10.48550/arxiv.2510.26824,Magdalena Lederbauer and Siddharth Betala and Valerie Gentzke and Anamaria Leonescu and Amine Sehaba and Faris Flaifil and Ayush Jain and Alfonso Amayuelas and Nikhil Yelamarthy and Xiyao Li and G. Germain and Stefano Ribes and Stefan P. Schmid and Alexandre Nozadze and Anna Kelmanson and Sudheesh Kumar Ethirajan and Mohd Zaki and Elton Pan and Georgia Channing and Connor W. Coley and Philippe Schwaller and Rocío Mercado and Alexandre Duval and Mathilde Franckel and S. Gleason,2026-09-07
2510.24509,Quantum Combinatorial Reasoning for Large Language Models,2025,2025-10-28 15:20:38,quant-ph,quant-ph,Carlos Flores-Garrigos and Gaurav Dev and Michael Falkenthal and Alejandro Gomez Cadavid and Anton Simen and Shubham Kumar and Enrique Solano and Narendra N. Hegade,,,https://arxiv.org/abs/2510.24509,"We design and implement a quantum combinatorial reasoning framework for large language models (QCR-LLM), integrating a real quantum computer in the hybrid workflow. QCR-LLM reformulates reasoning aggregation as a higher-order unconstrained binary optimization (HUBO) problem. In this sense, reasoning fragments are represented as binary variables and their interactions encode statistical relevance, logical coherence, and semantic redundancy. We tackle the resulting high-order optimization problem both classically, via simulated annealing, and quantumly through the bias-field digitized counterdiabatic quantum optimizer (BF-DCQO) executed on IBM's superconducting digital quantum processors. Experiments on BIG-Bench Extra Hard (BBEH) benchmarks demonstrate that our QCR-LLM consistently improves reasoning accuracy across multiple LLM backbones, surpassing reasoning-native systems such as o3-high and DeepSeek R1 by up to $+9\,$pp. Despite requiring multiple reasoning samples per query, our QCR-LLM remains approximately five times more energy-efficient than o3-high, owing to the low per-token energy footprint of its GPT-4o backbone. These results constitute the first experimental evidence of quantum-assisted reasoning, showing that hybrid quantum-classical optimization can efficiently enhance reasoning coherence, interpretability, and sustainability in large-scale language models. We have opened the doors to the emergence of quantum intelligence, where harder prompts require quantum optimizers at quantum-advantage level.",supplement_t1,,device,application,llm,,,,,2026-09-07
2506.18125,Programming Quantum Computers with Large Language Models,2025,2025-06-22 18:18:35,quant-ph,quant-ph,Elena R. Henderson and Jessie M. Henderson and Joshua Ange and Mitchell A. Thornton,,,https://arxiv.org/abs/2506.18125,"Large language models (LLMs) promise transformative change to fields as diverse as medical diagnosis, legal services, and software development. One reason for such an impact is LLMs' ability to make highly technical endeavors more accessible to a broader audience. Accessibility has long been a goal for the growing fields of quantum computing, informatics, and engineering, especially as more quantum systems become publicly available via cloud interfaces. Between programming quantum computers and using LLMs, the latter seems the more accessible task: while leveraging an LLM's fullest potential requires experience with prompt engineering, any literate person can provide queries and read responses. By contrast, designing and executing quantum programs -- outside of those available online -- requires significant background knowledge, from selection of operations for algorithm implementation to configuration choices for particular hardware specifications and providers. Current research is exploring LLM utility for classical software development, but there has been relatively little investigation into the same for quantum programming. Consequently, this work is a first look at how well an uncustomized, publicly available LLM can write straightforward quantum circuits. We examine how well OpenAI's ChatGPT (GPT-4) can write quantum circuits for two hardware providers: the superconducting qubit machines of IBM and the photonic devices of Xanadu. We find that ChatGPT currently fares substantially better with the former.",supplement_t1,,device,application,llm,,,,,2026-09-07
2505.13205,Quantum Knowledge Distillation for Large Language Models,2025,2025-05-19 14:56:24,quant-ph,quant-ph,Lingxiao Li and Yihao Wang and Jiacheng Fan and Jing Li and Sujuan Qin and Qiaoyan Wen and Fei Gao,,,https://arxiv.org/abs/2505.13205,"As foundational tools in natural language processing, Large Language Models (LLMs) have immense parameter scales, which makes deployment and inference increasingly prohibitive, especially in resource-constrained devices. Therefore, knowledge distillation for LLMs, i.e., compressing the LLM to a smaller model, is meaningful. With strong parameter representation capacity, quantum computing is regarded as a promising solution. Here, we propose a Quantum knowledge Distillation model for LLMs (QD-LLM) that leverages variational quantum circuits to learn from LLMs. In classical simulation, QD-LLM outperforms several mainstream distillation methods on multiple text classification tasks in terms of both accuracy and efficiency using only 11 qubits. The results reveal an interesting phenomenon that the simulation of quantum student models may be regarded as a new class of quantum-inspired classical algorithms. Remarkably, we deploy the obtained circuits on the Baihua superconducting quantum processor via the Quafu platform to assess practical feasibility. The model maintains stable inference performance despite hardware constraints such as decoherence and finite sampling. In summary, QD-LLM marks a foundational step in connecting quantum computing with LLMs, demonstrating the feasibility of quantum-native approaches that aim to compress and deploy models of increasingly larger scales. The code of this article has been open-sourced at https://github.com/Lilingxiao-bupt/QD-LLM.",supplement_t1,,device,application,llm,0,,10.48550/arxiv.2505.13205,Lingxiao Li and Yihao Wang and Jiacheng Fan and J. Li and Su‐Juan Qin and Qiaoyan Wen and Fei Gao,2026-09-07
2412.07978,Agents for self-driving laboratories applied to quantum computing,2024,2024-12-10 23:30:44,cs.AI,cs.AI;quant-ph,Shuxiang Cao and Zijian Zhang and Mohammed Alghadeer and Simone D Fasciati and Michele Piscitelli and Mustafa Bakr and Peter Leek and Alán Aspuru-Guzik,10.1016/j.patter.2025.101372,,https://arxiv.org/abs/2412.07978,"Fully automated self-driving laboratories are promising to enable high-throughput and large-scale scientific discovery by reducing repetitive labour. However, effective automation requires deep integration of laboratory knowledge, which is often unstructured, multimodal, and difficult to incorporate into current AI systems. This paper introduces the k-agents framework, designed to support experimentalists in organizing laboratory knowledge and automating experiments with agents. Our framework employs large language model-based agents to encapsulate laboratory knowledge including available laboratory operations and methods for analyzing experiment results. To automate experiments, we introduce execution agents that break multi-step experimental procedures into agent-based state machines, interact with other agents to execute each step and analyze the experiment results. The analyzed results are then utilized to drive state transitions, enabling closed-loop feedback control. To demonstrate its capabilities, we applied the agents to calibrate and operate a superconducting quantum processor, where they autonomously planned and executed experiments for hours, successfully producing and characterizing entangled quantum states at the level achieved by human scientists. Our knowledge-based agent system opens up new possibilities for managing laboratory knowledge and accelerating scientific discovery.",supplement_t1,,device,application,llm,6,,10.48550/arxiv.2412.07978,Shuxiang Cao and Zijian Zhang and Mohammed Alghadeer and Simone D Fasciati and Michèle Piscitelli and Mustafa Bakr and Peter Leek and Alán Aspuru‐Guzik,2026-09-07
2411.08645,A System Level Performance Evaluation for Superconducting Digital Systems,2024,2024-11-13 14:36:12,cs.AR,cs.AR;cs.AI;cs.ET,Joyjit Kundu and Debjyoti Bhattacharjee and Nathan Josephsen and Ankit Pokhrel and Udara De Silva and Wenzhe Guo and Steven Van Winckel and Steven Brebels and Manu Perumkunnil and Quentin Herr and Anna Herr,,DATE 2025,https://arxiv.org/abs/2411.08645,"Superconducting Digital (SCD) technology offers significant potential for enhancing the performance of next generation large scale compute workloads. By leveraging advanced lithography and a 300 mm platform, SCD devices can reduce energy consumption and boost computational power. This paper presents a cross-layer modeling approach to evaluate the system-level performance benefits of SCD architectures for Large Language Model (LLM) training and inference. Our findings, based on experimental data and Pulse Conserving Logic (PCL) design principles, demonstrate substantial performance gain in both training and inference. We are, thus, able to convincingly show that the SCD technology can address memory and interconnect limitations of present day solutions for next-generation compute systems.",supplement_t1,,device,application,llm,0,,10.48550/arxiv.2411.08645,Joyjit Kundu and Debjyoti Bhattacharjee and Nathan Josephsen and Ankit Pokhrel and Udara De Silva and Weijie Guo and Steven Van Winckel and S. Brebels and Manu Perumkunnil and Quentin Herr and Anna Herr,2026-09-07
2401.11052,Mining experimental data from Materials Science literature with Large Language Models: an evaluation study,2024,2024-01-19 23:00:31,cs.CL,cs.CL,Luca Foppiano and Guillaume Lambard and Toshiyuki Amagasa and Masashi Ishii,10.1080/27660400.2024.2356506,Science and Technology of Advanced Materials: Methods (2024),https://arxiv.org/abs/2401.11052,"This study is dedicated to assessing the capabilities of large language models (LLMs) such as GPT-3.5-Turbo, GPT-4, and GPT-4-Turbo in extracting structured information from scientific documents in materials science. To this end, we primarily focus on two critical tasks of information extraction: (i) a named entity recognition (NER) of studied materials and physical properties and (ii) a relation extraction (RE) between these entities. Due to the evident lack of datasets within Materials Informatics (MI), we evaluated using SuperMat, based on superconductor research, and MeasEval, a generic measurement evaluation corpus. The performance of LLMs in executing these tasks is benchmarked against traditional models based on the BERT architecture and rule-based approaches (baseline). We introduce a novel methodology for the comparative analysis of intricate material expressions, emphasising the standardisation of chemical formulas to tackle the complexities inherent in materials science information assessment. For NER, LLMs fail to outperform the baseline with zero-shot prompting and exhibit only limited improvement with few-shot prompting. However, a GPT-3.5-Turbo fine-tuned with the appropriate strategy for RE outperforms all models, including the baseline. Without any fine-tuning, GPT-4 and GPT-4-Turbo display remarkable reasoning and relationship extraction capabilities after being provided with merely a couple of examples, surpassing the baseline. Overall, the results suggest that although LLMs demonstrate relevant reasoning skills in connecting concepts, specialised models are currently a better choice for tasks requiring extracting complex domain-specific entities like materials. These insights provide initial guidance applicable to other materials science sub-domains in future work.",supplement_t1,,general,discovery,llm,0,,10.48550/arxiv.2401.11052,Luca Foppiano and G. Lambard and Toshiyuki Amagasa and Masashi Ishii,2026-09-07
2604.25884,QCalEval: Benchmarking Vision-Language Models for Quantum Calibration Plot Understanding,2026,2026-04-28 17:28:33,quant-ph,quant-ph;cs.CV,Shuxiang Cao and Zijian Zhang and Abhishek Agarwal and Grace Bratrud and Niyaz R. Beysengulov and Daniel C. Cole and Alejandro Gómez Frieiro and Elena O. Glen and Hao Hsu and Gang Huang and Raymond Jow and Greshma Shaji and Tom Lubowe and Ligeng Zhu and Luis Mantilla Calderón and Nicola Pancotti and Joel Pendleton and Brandon Severin and Charles Etienne Staub and Sara Sussman and Antti Vepsäläinen and Neel Rajeshbhai Vora and Yilun Xu and Varinia Bernales and Daniel Bowring and Elica Kyoseva and Ivan Rungger and Giulia Semeghini and Sam Stanwyck and Timothy Costa and Alán Aspuru-Guzik and Krysta Svore,,,https://arxiv.org/abs/2604.25884,"Quantum computing calibration depends on interpreting experimental data, and calibration plots provide the most universal human-readable representation for this task, yet no systematic evaluation exists of how well vision-language models (VLMs) interpret them. We introduce QCalEval, the first VLM benchmark for quantum calibration plots: 243 samples across 87 scenario types from 22 experiment families, spanning superconducting qubits and neutral atoms, evaluated on six question types in both zero-shot and in-context learning settings. The best general-purpose zero-shot model reaches a mean score of 72.3, and many open-weight models degrade under multi-image in-context learning, whereas frontier closed models improve substantially. A supervised fine-tuning ablation at the 9-billion-parameter scale shows that SFT improves zero-shot performance but cannot close the multimodal in-context learning gap. As a reference case study, we release NVIDIA Ising Calibration 1, an open-weight model based on Qwen3.5-35B-A3B that reaches 74.7 zero-shot average score.",supplement_t1,,device,application,llm,0,,10.48550/arxiv.2604.25884,Shuxiang Cao and Zijian Zhang and Abhishek Agarwal and G. Bratrud and N. R. Beysengulov and Daniel C. Cole and Alejandro Gomez Frieiro and E. O. Glen and Hao Hsu and Gang Huang and Raymond Jow and Greshma Shaji and Tom Lubowe and Ligeng Zhu and Luis Mantilla Calderón and Nicola Pancotti and Joel Pendleton and Brandon Severin and Charles Etienne Staub and Sara Sussman and Antti Vepsäläinen and Neel Rajeshbhai Vora and Yilun Xu and Varinia Bernales and D. Bowring and Elica Kyoseva and Ivan Rungger and Giulia Semeghini and Sam Stanwyck and Timothy Costa and Alán Aspuru-Guzik and Krysta M. Svore,2026-09-07
2506.04410,Matter-of-Fact: A Benchmark for Verifying the Feasibility of Literature-Supported Claims in Materials Science,2025,2025-06-04 19:43:18,cs.AI,cs.AI;cond-mat.mtrl-sci;cs.CL,Peter Jansen and Samiah Hassan and Ruoyao Wang,,,https://arxiv.org/abs/2506.04410,"Contemporary approaches to assisted scientific discovery use language models to automatically generate large numbers of potential hypothesis to test, while also automatically generating code-based experiments to test those hypotheses. While hypotheses can be comparatively inexpensive to generate, automated experiments can be costly, particularly when run at scale (i.e. thousands of experiments). Developing the capacity to filter hypotheses based on their feasibility would allow discovery systems to run at scale, while increasing their likelihood of making significant discoveries. In this work we introduce Matter-of-Fact, a challenge dataset for determining the feasibility of hypotheses framed as claims, while operationalizing feasibility assessment as a temporally-filtered claim verification task using backtesting. Matter-of-Fact includes 8.4k claims extracted from scientific articles spanning four high-impact contemporary materials science topics, including superconductors, semiconductors, batteries, and aerospace materials, while including qualitative and quantitative claims from theoretical, experimental, and code/simulation results. We show that strong baselines that include retrieval augmented generation over scientific literature and code generation fail to exceed 72% performance on this task (chance performance is 50%), while domain-expert verification suggests nearly all are solvable -- highlighting both the difficulty of this task for current models, and the potential to accelerate scientific discovery by making near-term progress.",supplement_t1,,general,discovery,llm,0,,10.48550/arxiv.2506.04410,"Peter L. M. Jansen and Hassan, Samiah and Ruoyao Wang",2026-09-07
2203.15719,Adaptive Quantum State Tomography with Active Learning,2022,2022-03-29 16:23:10,quant-ph,quant-ph;cond-mat.dis-nn;cond-mat.quant-gas,Hannah Lange and Matjaž Kebrič and Maximilian Buser and Ulrich Schollwöck and Fabian Grusdt and Annabelle Bohrdt,10.22331/q-2023-10-09-1129,"Quantum 7, 1129 (2023)",https://arxiv.org/abs/2203.15719,"Recently, tremendous progress has been made in the field of quantum science and technologies: different platforms for quantum simulation as well as quantum computing, ranging from superconducting qubits to neutral atoms, are starting to reach unprecedentedly large systems. In order to benchmark these systems and gain physical insights, the need for efficient tools to characterize quantum states arises. The exponential growth of the Hilbert space with system size renders a full reconstruction of the quantum state prohibitively demanding in terms of the number of necessary measurements. Here we propose and implement an efficient scheme for quantum state tomography using active learning. Based on a few initial measurements, the active learning protocol proposes the next measurement basis, designed to yield the maximum information gain. We apply the active learning quantum state tomography scheme to reconstruct different multi-qubit states with varying degree of entanglement as well as to ground states of the XXZ model in 1D and a kinetically constrained spin chain. In all cases, we obtain a significantly improved reconstruction as compared to a reconstruction based on the exact same number of measurements and measurement configurations, but with randomly chosen basis configurations. Our scheme is highly relevant to gain physical insights in quantum many-body systems as well as for benchmarking and characterizing quantum devices, e.g. for quantum simulation, and paves the way for scalable adaptive protocols to probe, prepare, and manipulate quantum systems.",supplement_t1,,device,application,autonomous_exp,1,,10.48550/arxiv.2203.15719,Hannah Lange and Matjaž Kebrič and Maximilian Buser and Ulrich Schollwöck and Fabian Grusdt and Annabelle Bohrdt,2026-09-07
2112.14553,Active Learning of Quantum System Hamiltonians yields Query Advantage,2021,2021-12-29 13:45:12,quant-ph,quant-ph;cs.LG,Arkopal Dutt and Edwin Pednault and Chai Wah Wu and Sarah Sheldon and John Smolin and Lev Bishop and Isaac L. Chuang,10.1103/PhysRevResearch.5.033060,"Phys. Rev. Research 5, 033060 (2023)",https://arxiv.org/abs/2112.14553,"Hamiltonian learning is an important procedure in quantum system identification, calibration, and successful operation of quantum computers. Through queries to the quantum system, this procedure seeks to obtain the parameters of a given Hamiltonian model and description of noise sources. Standard techniques for Hamiltonian learning require careful design of queries and $O(ε^{-2})$ queries in achieving learning error $ε$ due to the standard quantum limit. With the goal of efficiently and accurately estimating the Hamiltonian parameters within learning error $ε$ through minimal queries, we introduce an active learner that is given an initial set of training examples and the ability to interactively query the quantum system to generate new training data. We formally specify and experimentally assess the performance of this Hamiltonian active learning (HAL) algorithm for learning the six parameters of a two-qubit cross-resonance Hamiltonian on four different superconducting IBM Quantum devices. Compared with standard techniques for the same problem and a specified learning error, HAL achieves up to a $99.8\%$ reduction in queries required, and a $99.1\%$ reduction over the comparable non-adaptive learning algorithm. Moreover, with access to prior information on a subset of Hamiltonian parameters and given the ability to select queries with linearly (or exponentially) longer system interaction times during learning, HAL can exceed the standard quantum limit and achieve Heisenberg (or super-Heisenberg) limited convergence rates during learning.",supplement_t1,,device,theory,autonomous_exp,2,,10.48550/arxiv.2112.14553,Arkopal Dutt and Edwin Pednault and Chai Wah Wu and Sarah Sheldon and John A. Smolin and Lev S. Bishop and Isaac L. Chuang,2026-09-07
2606.01226,Realizing leakage elimination operator-based adiabatic speedup on a superconducting quantum processor,2026,2026-05-31 13:16:49,quant-ph,quant-ph,Jia-Yi Fan and Kai-Yu Yuan and Zong-Yuan Ge and Feng-Hua Ren and Zhao-Ming Wang,,,https://arxiv.org/abs/2606.01226,"The slow evolution required for adiabaticity in adiabatic quantum computation renders the system vulnerable to environmental noise. Leakage elimination operator (LEO) control provides an effective strategy to realize adiabatic speedup over a short timescale, thus mitigating the noise impact. Despite extensive theoretical investigations, the realization of LEO-based adiabatic speedup on realistic superconducting quantum processors remains absent. In this work, we present such a realization on IBM superconducting quantum processors. We first characterize the trade-off between adiabaticity and noise accumulation by varying the total evolution time on both the Qiskit simulator and the ibm_marrakesh processor, employing a comprehensive noise model that closely reproduces the experimental results. We then implement ideal LEO pulse derived for a closed system and achieve a significant enhancement of adiabatic fidelity within a short evolution time. To further improve the adiabatic fidelity, we refine the ideal LEO pulse via Bayesian optimization based on the comprehensive noise model. The optimized pulse yields a modest fidelity gain in simulation, yet on hardware it falls short of the ideal pulse under the present experimental conditions. Our work validates the feasibility of LEO-based adiabatic speedup on a superconducting quantum processor and highlights the potential of LEO for noise-aware adiabatic dynamics.",supplement_t1,,device,application,autonomous_exp,0,,10.48550/arxiv.2606.01226,Jia-Yi Fan and Kai-Yu Yuan and Zong-Yuan Ge and Feng-Hua Ren and Zhao-Ming Wang,2026-09-07
2510.26479,JCO: Optimization Framework for Nonlinear Superconducting Circuits Using a Lumped-Element Approach and Harmonic Balance,2025,2025-10-30 13:32:57,quant-ph,quant-ph,Emanuele Palumbo and Alessandro Alocco and Andrea Celotto and Luca Fasolo and Bernardo Galvano and Patrizia Livreri and Emanuele Enrico,,,https://arxiv.org/abs/2510.26479,"In this contribution we present JosephsonCircuitsOptimizer.jl (JCO), a simulation and optimization framework based on the JosephsonCircuits.jl library for Julia. It models superconducting circuits that include Josephson junctions (JJs) and other nonlinear elements within a lumped-element approach, leveraging harmonic balance, a frequency-domain technique that provides a computationally efficient alternative to traditional time-domain simulations. JCO automates the evaluation of optimal circuit parameters by implementing Bayesian optimization with Gaussian processes through a device-specific metric and identifying the optimal working point to achieve a defined performance function. This makes it well suited for circuits with strong nonlinearity and a high-dimensional set of coupled design parameters. To demonstrate its capabilities, we focus on optimizing a Josephson Traveling-Wave Parametric Amplifier (JTWPA) based on Superconducting Nonlinear Asymmetric Inductive eLements (SNAILs), operating in the three-wave mixing regime. The device consists of an array of unit cells, each containing a loop with multiple JJs, that amplifies weak quantum signals near the quantum noise limit. By integrating efficient simulation and optimization strategies, the framework supports the systematic development of superconducting circuits for a broad range of applications.",supplement_t1,,device,application,autonomous_exp,,,,,2026-09-07
2508.18626,Enhanced Algorithmic Perfect State Transfer on IBM Quantum Computers,2025,2025-08-26 03:04:24,quant-ph,quant-ph,Zong-Yuan Ge and Lian-Ao Wu and Zhao-Ming Wang,,,https://arxiv.org/abs/2508.18626,"Perfect state transfer (PST) through a spin chain can be theoretically obtained via predesigned PST couplings. However, the corresponding experiment on IBM quantum computers demonstrates low transmission success probability (SP) due to noises. Using few qubits of their 127-qubit Eagle processors, we perform the simulation of algorithmic PST through an XY spin chain with PST couplings on ibm_sherbrooke and ibm_brisbane processors, alongside Qiskit simulations. The peak SP cannot reach 1 ($\sim$0.725 peak SP for N=4). We then propose a comprehensive noise model including Pauli errors, thermal relaxation ($T_1$) and dephasing ($T_2$), and ZZ crosstalk. Based on the experimental parameters provided by the IBM superconducting quantum computing platform, we perform the Qiskit simulation with the comprehensive noise model, and find that the time evolution of the SP is highly consistent with the experimental results. This simulation yields a peak SP of 0.761 at $\textstyle t\approxπ/4$, closely matching the results on hardware. To mitigate the impact of noise, we use rescaling techniques to correct noise-induced time shifts and SP decay, achieving an SP improvement of 0.210 (27.60%) in simulators and 0.263 (38.23%) on hardware, aligning hitting times closer to ideal values. Additionally, optimal couplings designed via grid search and refined by Bayesian optimization under the comprehensive noise model achieve an SP improvement of 0.190 (26.21%) in simulators and 0.056 (7.72%) on hardware. Our work highlights challenges in implementing algorithmic PST on current quantum computers, proposes a comprehensive noise model to effectively describe the system dynamics, and provides insights for developing noise-robust quantum communication protocols.",supplement_t1,,device,theory,autonomous_exp,,,,,2026-09-07
2503.01607,Bayesian optimization of beam injection and storage in the PSI muEDM Experiment,2025,2025-03-03 14:41:57,physics.acc-ph,physics.acc-ph;hep-ex,Siew Yan Hoh and Yuzhi Shang and Ritwika Chakraborty and Tianqi Hu and Timothy Hume and Kim Siang Khaw and Philipp Schmidt-Wellenburg and Yusuke Takeuchi and Guan Ming Wong,,,https://arxiv.org/abs/2503.01607,"The muEDM experiment at the Paul Scherrer Institute aims to measure the electric dipole moment with an unprecedented sensitivity of $6 \times 10^{-23}\,\mathrm{e}\cdot\mathrm{cm}$. A key aspect of this experiment is the injection and storage of the muon beam, which traverses a long, narrow superconducting channel before entering a solenoid magnet. The muon is then kicked by a pulsed magnetic field into a stable orbit within the solenoid's central region, where the electric dipole moment is measured. To study the beam injection and storage process, we developed a G4beamline simulation to model the dynamics of beam injection and storage, incorporating all relevant electric and magnetic fields. We subsequently employed a Bayesian optimization technique to improve the muon storage efficiency for Phase I of the muEDM experiment. The optimization is demonstrated using data simulated by G4beamline. We have observed an enhancement in the beam injection and storage efficiency, which increased to 0.556\% through the utilization of Bayesian optimization with Gaussian processes, compared to 0.324\% when employing the polynomial chaos expansion. This approach can be applied to adjust actual experimental parameters, aiding in achieving the desired performance for beam injection and storage in the muEDM experiment.",supplement_t1,,conv,characterization,autonomous_exp,0,,10.48550/arxiv.2503.01607,"S. Y. Hoh and Shang, Yuzhi and R. Chakraborty and Hu, Tianqi and Timothy Hume and Kim Siang Khaw and P. Schmidt-Wellenburg and Yusuke Takeuchi and Guan Ming Wong",2026-09-07
2312.14547,Proposals for ruling out the real quantum theories in an entanglement-swapping quantum network with causally independent sources,2023,2023-12-22 09:22:09,quant-ph,quant-ph,Jian Yao and Hu Chen and Ya-Li Mao and Zheng-Da Li and Jingyun Fan,10.1103/PhysRevA.109.012211,,https://arxiv.org/abs/2312.14547,"The question of whether complex numbers play a fundamental role in quantum theory has been debated since the inception of quantum mechanics. Recently, a feasible proposal to differentiate between real and complex quantum theories based on the technique of testing Bell nonlocalities has emerged [Nature 600, 625-629 (2021)]. Based on this method, the real quantum theory has been falsified experimentally in both photonic and superconducting quantum systems [Phys. Rev. Lett. 128, 040402 (2022), Phys. Rev. Lett. 128, 040403 (2022)]. The quantum networks with multiple independent sources which are not causally connected have gained significant interest as they offer new perspective on studying the nonlocalities. The independence of these sources imposes additional constraints on observable covariances and leads to new bounds for classical and quantum correlations. In this study, we examine the discrimination between the real and complex quantum theories with an entanglement swapping scenario under a stronger assumption that the two sources are causally independent, which wasn't made in previous works. Using a revised Navascués-Pironio-Acín method and Bayesian optimization, we find a proposal with optimal coefficients of the correlation function which could give a larger discrimination between the real and quantum theories comparing with the existing proposals. This work opens up avenues for further exploration of the discrimination between real and complex quantum theories within intricate quantum networks featuring causally independent parties.",supplement_t1,,general,theory,autonomous_exp,1,,10.48550/arxiv.2312.14547,Jian Yao and Hu Chen and Ya-Li Mao and Zheng-Da Li and Jingyun Fan,2026-09-07
2303.14877,Quantum approximate optimization via learning-based adaptive optimization,2023,2023-03-27 02:14:56,quant-ph,quant-ph;cs.LG,Lixue Cheng and Yu-Qin Chen and Shi-Xin Zhang and Shengyu Zhang,10.1038/s42005-024-01577-x,"Commun Phys 7, 83 (2024)",https://arxiv.org/abs/2303.14877,"Combinatorial optimization problems are ubiquitous and computationally hard to solve in general. Quantum approximate optimization algorithm (QAOA), one of the most representative quantum-classical hybrid algorithms, is designed to solve combinatorial optimization problems by transforming the discrete optimization problem into a classical optimization problem over continuous circuit parameters. QAOA objective landscape is notorious for pervasive local minima, and its viability significantly relies on the efficacy of the classical optimizer. In this work, we design double adaptive-region Bayesian optimization (DARBO) for QAOA. Our numerical results demonstrate that the algorithm greatly outperforms conventional optimizers in terms of speed, accuracy, and stability. We also address the issues of measurement efficiency and the suppression of quantum noise by conducting the full optimization loop on a superconducting quantum processor as a proof of concept. This work helps to unlock the full power of QAOA and paves the way toward achieving quantum advantage in practical classical tasks.",supplement_t1,,device,application,autonomous_exp,8,,10.48550/arxiv.2303.14877,Lixue Cheng and Yuqin Chen and Shi‐Xin Zhang and Shengyu Zhang,2026-09-07
