arxiv_id,key
2110.10339,lin2021effects
2110.10426,nakamura2021thickness
2110.10451,aoki2021unconventional
2110.10553,yu2021pressure
2110.10585,guarcello2021temperature
2110.10621,ramires2021nodal
2110.10758,schrodi2021selfconsistent
2110.10912,oey2021fermi
2110.11089,yang2021self
2110.11228,yang2021titanium
2110.11257,sanchez2021shaping
2110.11294,gonzalez2021ising
2110.11306,wu2021revealing
2110.11311,yang2021discovery
2110.11357,hu2021competing
2110.11452,yin2021structures
2110.11639,ying2021phase
2110.11701,tajima2021multi
2110.11734,sawle2021accessing
2110.12017,karcher2021online
2110.12303,chou2021acoustic
2110.12405,xia2021dynamical
2110.12445,lin2021pairing
2110.12495,luke2021pedagogical
2110.12651,liu2021doping
2110.12745,bogush2021topological
2110.12774,imajo2021emergent
2110.12913,tang2021antinodal
2110.12998,barth2021spin
2110.13035,fermin2021superconducting
2110.13138,setty2021microscopic
2110.13331,cheng2021spin
2110.13351,huang2021pseudospin
2110.13397,xue2021evidence
2110.13580,bernardini2021geometric
2110.13881,pavesic2021qubit
2110.13899,peacock2021quantum
2110.13983,nothhelfer2021steering
2110.13991,lee2021generic
2110.14016,patel2021infrared
2110.14073,lin2021pair
2110.14268,sayyad2021nematicity
2110.14281,li2021superconducting
2110.14447,mi2021relevance
2110.14463,huh2021cu
2110.14624,kreisel2021spin
2110.14663,herzogarbeitman2021superfluid
2110.14785,harrison2021magic
2111.04451,li2021induced
2110.14915,zhou2021antiferromagnetism
2110.14987,aulestia2021pressure
2110.15201,towsif2021analysis
2110.15224,xie2021fragile
2110.15577,iida2021approaching
2110.15631,cuono2021double
2110.15752,bauriedl2021supercurrent
2111.00257,gupta2021distinguishing
2111.00525,bounoua2021hidden
2111.00541,lahiri2021defect
2111.00727,zhou2021anomalous
2111.00807,torma2021superfluidity
2111.00817,verma2021non
2111.01006,santavicca202150
2111.01061,maiani2021vortex
2111.01115,krause2021magnetic
2111.01174,wolf2021topological
2111.01178,lai2021quality
2111.01242,halterman2021supercurrent
2111.01247,gui2021lair3ga2
2111.01296,botana2021low
2111.01360,cai2021evidence
2111.01381,sato2021quasiparticle
2111.01410,ding2021nonadiabatic
2111.01497,konschelle2021gradient
2111.01499,dutta2021ferromagnetic
2111.01512,giachero2021detector
2111.01610,moskvin2021model
2111.01653,moskvin2021phase
2111.01695,salimian2021gate
2111.01741,kogan2021dissipation
2111.01991,xiao2021pressure
2111.02032,sharma2021anomalous
2111.02060,yue2021insulator
2111.02214,sedlmayr2021instability
2111.02228,talantsev2021universal
2111.02431,gaggioli2021creep
2111.02433,xu2021three
2111.02473,ortuzar2021yu
2111.02511,hepting2021soft
2111.02765,karchev2021sequence
2111.02882,cao2021pressure
2111.02909,romeo2021cooper
2111.03138,edelman2021normal
2111.03145,thalmeier2021surface
2111.03233,yao2021giant
2111.03276,liao2021enhanced
2111.03321,mahyaeh2021superconducting
2111.03409,livreri2021microwave
2111.03589,oliviero2021evidence
2111.03593,khlebnikov2021entanglement
2111.03623,silaev2021multiple
2111.03697,hilleke2021tuning
2111.03752,kobayashi2021bogoliubov
2111.03786,liu2021tunable
2111.03804,yanase2021topological
2111.03880,oshima2021flat
2111.04422,hao2021pseudogap
2111.04544,kuplevakhsky2021time
2111.04623,marino2021stripes
2111.04749,thupakula2021coherent
2111.05088,gao2021ultrahigh
2111.05135,magierski2021pairing
2111.05235,cao2021quantum
2111.05340,zinkl2021symmetry
2111.05389,song2021critical
2111.05492,bhattacharyya2021sr
2111.05533,peng2021doping
2111.05627,yun2021magnetic
2111.05650,zhang2021spontaneous
2111.05707,lu2021directly
2111.05909,pasnoori2021rise
2111.06010,su2021nbresi
2111.06081,qiao2021gate
2111.06097,araki2021current
2111.06128,yang2021optical
2111.06228,jerzembeck2021superconductivity
2111.06416,banys2021millimetre
2111.06422,wen2021enhanced
2111.06681,baidya2021transition
2111.06834,fareed20213d
2111.07023,santossanchez2021strain
2111.07077,yoshida2021discriminant
2111.07124,alpern2021unconventional
2111.07206,averin2021gap
2111.07247,p2021superconductivity
2111.07252,scammell2021intrinsic
2111.07287,lu2021comprehensive
2111.07521,jost2021quantum
2111.07604,yue2021superconductivity
2111.07696,calzona2021spin
2111.11172,campi2021functional
2111.08639,nissinen2021anomalous
2111.08731,hecker2021phonon
2111.08735,battista2021revealing
2111.08740,musser2021interpreting
2111.08929,huang2021chiral
2111.08931,biderang2021proximity
2111.08964,kasahara2021quasiparticle
2111.09101,jin2021matrix
2111.09239,mayoh2021anisotropic
2111.09333,halasz2021fractional
2111.09342,consiglio2021van
2111.09604,menard2021emission
2111.09767,mazza2021searching
2111.09825,reiss2021correlation
2111.09906,gnezdilov2021solvable
2111.10018,zhang2021superconductivity
2111.10045,iyo2021antiperovskite
2111.10215,guo2021nanoscale
2111.10410,guan2021unconventional
2111.10440,seja2021thermopower
2111.10797,jeon2021electron
2111.10888,mandal2021theoretical
2111.11013,leung2021evidence
2111.11048,jiang2021magnetic
2111.11122,kuzmicheva2021electron
2111.11255,he2021characterization
2111.11319,wang2021superconductivity
2111.11452,lindquist2021evolution
2111.11456,campbell2021evidence
2111.11512,ichibha2021candidate
2111.11590,harrelson2021elucidating
2111.11662,ju2021emergence
2111.11670,ramjan2021enhancement
2111.11684,sheridan2021microscopic
2111.11724,ruan2021superconductivity
2111.11731,liu2021non
2111.11888,tidey2021structural
2111.11909,pei2021pressurea
2111.11934,bjergfelt2021superconductivity
2111.12268,hung2021localization
2111.12318,kamatani2021optical
2111.12344,livanas2021platform
2111.12357,grigorishin2021collective
2111.12359,pan2021braiding
2111.12391,nakahira2021improvement
2111.12452,ma2021group
2111.12659,nashaat2021bifurcation
2111.12697,worm2021correlations
2111.12808,kuzmicheva2021superconducting
2111.12842,koizumi2021superconductivity
2111.12910,bartolo2021microscopic
2111.13012,toyama2021two
2111.13080,guzman2021accessing
2111.13159,guo2021formation
2111.13288,nagai2021intrinsic
2111.13345,eto2021stable
2111.13431,budinska2021rising
2111.13506,beck2021effects
2111.13668,ortiz2021magnetic
2111.13710,masuki2021absence
2111.13718,yang2021enhanced
2111.13867,tresca2021mercury
2111.13983,baumgartner2021effect
2111.14367,zhang2021lifshitz
2111.14425,howlader2021andreev
2111.14525,bera2021superconductivity
2111.14597,sheng2021multipole
2111.14686,okugawa2021vortex
2111.14702,wildermuth2021fluxons
2111.14732,fistul2021quantum
2111.14739,labollita2021correlated
2111.14904,nicoletti2021coherent
2111.14926,mahmood2021effect
2111.15017,dias2021standard
2111.15051,smith2021lower
2111.15260,livanas2021majorana
2111.15488,li2021high
2111.15673,szabo2021competing
2112.00034,samokhvalov2021electron
2112.00303,wang2021efficient
2112.00383,liu2021orbital
2112.00433,ali2021demonstration
2112.00487,lu2021doping
2112.00614,pisani2021spatial
2112.00644,zhao2021superconductivity
2112.00705,west2021wafer
2112.00742,demarco2021topological
2112.00757,marra2021majorana
2112.00761,zhu2021sublattice
2112.00886,aguirre2021vortex
2112.00990,ma2021large
2112.01009,takagi2021odd
2112.01179,aguirre2021vortexa
2112.01286,garaud2021effective
2112.01569,wang2021observation
2112.01677,xie2021microscopic
2112.01876,xu2021quantum
2112.01936,wesdorp2021dynamical
2112.01954,li2021lap2
2112.02131,lucrezi2021silico
2112.02239,sanchez2021quantitative
2112.02388,motla2021superconducting
2112.02484,rossi2021broken
2112.02551,tada2021revisiting
2112.02709,chen2021abnormal
2112.02964,fan2021homointerface
2112.03278,han2021pair
2112.03320,kotetes2021diagnosing
2112.03341,krieger2021charge
2112.03342,pekerten2021anisotropic
2112.03457,zhang2021wafer
2112.03490,phan2021effect
2112.03550,song2021tensor
2112.03584,you2021pokemon
2112.03642,rubel2021comprehensive
2112.03812,faundez2021electronic
2112.03950,crepel2021unconventional
2112.03956,ovchenkov2021crossover
2112.04078,tan2021renormalization
2112.04317,sevik2021high
2112.04320,hovhannisyan2021accurate
2112.04397,zhu2021phase
2112.04440,tam2021chargea
2112.04528,jiang2021geometric
2112.04530,tamir2021direct
2112.04557,tranquada2021topological
2112.04675,lee2021twisted
2112.04676,boubeche2021enhanced
2112.04705,mccaughan2021thermally
2112.04782,wang2021oscillating
2112.05066,motamarri2021localization
2112.05192,aguirre2021chiriality
2112.05443,jonsson2021current
2112.05624,fatemi2021microwave
2112.05625,matutecanadas2021signatures
2112.05650,svetogorov2021quasiparticle
2112.05708,kuster2021non
2112.05769,meese2021random
2112.05772,dolgirev2021theory
2112.05853,ovcharenko2021nonlinear
2112.05880,reichhardt2021active
2112.05970,zhu2021muon
2112.06162,matsuyama2021excitationsa
2112.06273,pimenov2021quantum
2112.06303,khodaeva2021vortex
2112.06378,yamashita2021fabrication
2112.06461,kasem2021robustness
2112.06497,kornich2021signature
2112.06504,wei2021high
2112.06523,zhu2021fluctuating
2112.06565,li2021spectroscopic
2112.06576,smit2021momentum
2112.06765,chow2021infinite
2112.06766,lesser2021majorana
2112.06890,antonenko2021anderson
2112.06958,mohammadi2021designing
2112.06998,maier2021coupled
2112.07081,kibune2021observation
2112.07172,hovhannisyan2021lateral
2112.07276,sharma2021bulk
2112.07316,vano2021evidence
2112.07318,mockli2021unconventional
2112.07378,thuneberg2021comment
2112.07472,souto2021fusion
2112.07482,li2021phonon
2112.07733,bedow2021emergence
2112.07766,peatain2021effect
2112.07781,tsvelik2021order
2112.07813,wakamura2021novel
2112.07841,lin2021zero
2112.07866,hirai2021unusual
2112.07932,higashi2021round
2112.08149,awoga2021robust
2112.08190,qiu2021inhomogeneous
2112.08248,yang2021commensurate
2112.08278,wegner2021analytical
2112.08322,barbieri2021gorkov
2112.08928,lombo2021superconducting
2112.08436,pickett2021dawn
2112.08457,tolpygo2021mutual
2112.08646,zhang2021anomalous
2112.08667,cole2021plastic
2112.08732,ninomiya2021posttreatment
2112.08819,delft2021controlling
2112.08901,zhang2021general
2112.08983,zellekens2021microwave
2112.09115,scammell2021theory
2112.09149,yu2021quenched
2112.09187,boulanger2021thermal
2112.09270,zhang2021ascendance
2112.09421,simoni2021ultra
2112.09464,krasnov2021design
2112.09667,sonin2021reply
2112.09731,kavicky2021model
2112.09735,cui2021systematic
2112.09751,rischau2021isotope
2112.09785,miano2021frequency
2112.09862,wang2021future
2112.09936,zhao2021phase
2112.09980,figueiredo2021orbital
2112.10045,link2021p
2112.10090,villacortes2021superconductivity
2112.10188,orso2021pairs
2112.10240,nayak2021visualization
2112.10397,janis2021failure
2112.10595,avramovska2021temperature
2112.10687,yuan2021computational
2112.10758,been2021nature
2112.10760,park2021magic
2112.10840,chamorro2021anomalous
2112.10870,lu2021phase
2112.10907,stensberg2021observation
2112.10965,singh2021fermi
2112.11047,liu2021record
2112.11240,contreras2021quasi
2112.11261,hermansen2021inductive
2112.11285,pal2021josephson
2112.11469,linder2021quasiclassical
2112.11615,yan2021superconductivity
2112.11804,beck2021structural
2112.11951,fan2021tuning
2112.12123,puviani2021quench
2112.12146,poniatowski2021surface
2112.12267,butch2021symmetry
2112.12352,parzyck2021enhanced
2112.12396,zhang2021record
2112.12556,tian2021dyocl
2112.12613,mitchell2021nickelate
2112.12627,dey2021negative
2112.12634,talantsev2021thermodynamic
2112.12687,datta2021can
2112.12710,matsushita2021anomalous
2112.12775,alimenti2021impact
2112.12797,salamone2021curvature
2112.12825,okugawa2021anti
2112.12893,zhao2021revealing
2112.12902,meng2021protonation
2112.13201,haiwei2021temperature
2112.13231,furutani2021quantum
2112.13401,tian2021evidence
2112.13468,haga2021effect
2112.13688,cheng2021variational
2112.14027,huang2021two
2112.14068,talantsev2021method
2112.14167,mitsen2021cluster
2112.14348,ye2021photochemical
2112.14439,zhang2021superconductivitya
2112.14623,yi2021crossover
2112.14635,maccari2021transport
2112.14744,cai2021robustness
2112.14750,chen2021multiorbital
2112.15018,schlawin2021cavity
2112.15040,lin2021superconducting
2112.15288,mu2021tri
2201.00088,quiroga2022could
2201.00130,geng2022structural
2201.00273,kurilovich2022disorder
2201.00298,wang2022role
2201.00340,hameed2022electrochemically
2201.00465,begunovich2022band
2201.00831,davydova2022universal
2201.00905,dahir2022charge
2201.00990,ren2022two
2201.01152,maniv2022origin
2201.01206,gutowska2022electronic
2201.01220,held2022phase
2201.01317,poduval2022subgap
2201.01373,graziano2022selective
2201.01656,liu2022high
2201.01750,uldemolins2022quasiparticle
2201.01776,zheng2022nitrogen
2201.01775,zhai2022prediction
2201.01860,harshman2022superconducting
2201.02095,fernandes2022ironing
2201.02138,kotte2022orbital
2201.02156,fontenele20222d
2201.02294,zhu2022spin
2201.02512,fuchs2022anisotropic
2201.02561,yu2022nanoscale
2201.02643,scammell2022chiral
2201.02667,huang2022correlation
2201.02671,zack2022tuning
2201.02852,chen2022dynamical
2201.02918,legg2022metallization
2201.03031,guo2022biexciton
2201.03091,zyuzin2022anisotropic
2201.03259,vigliotti2022anomalous
2201.03300,motla2022boron
2201.03415,jezierski2022charge
2201.03453,banerjee2022signatures
2201.03613,goodge2022reconstructing
2201.03687,poschl2022nonlocal
2201.03994,gao2022fishtail
2201.04044,akramov2022soliton
2201.04081,crescini2022building
2201.04147,li2022elastocaloric
2201.04160,levy2022broadband
2201.04184,urazhdin2022effects
2201.04340,chen2022emergence
2201.04390,papari2022quantum
2201.04524,abdelmoneim2022locking
2201.04602,sankar2022josephson
2201.04635,curtis2022proximity
2201.04660,kow2022self
2201.04858,frison2022crystal
2201.05027,tseng2022crossover
2201.05045,zinkl2022sensitivity
2201.05114,vischi2022fundamental
2201.05137,eremets2022high
2201.05160,scheppe2022complete
2201.05211,xiao2022coexistence
2201.05335,cheng2022critical
2201.05444,mishra2022enhancement
2201.05495,katukuri2022ab
2201.05894,kurzhals2022electron
2201.05988,xu2022evolution
2201.06016,lee2022quantum
2201.06053,liu2022pressure
2201.06060,ominato2022ferromagnetic
2201.06075,manda2022time
2201.06228,degnan2022ternary
2201.06265,zeng2022spin
2201.06400,ni2022epitaxial
2201.06477,hu2022coexistence
2201.06583,kapustin2022piezo
2201.06660,leha2022phase
2201.06950,chen2022antiferromagnetic
2201.07023,zhang2022strongly
2201.07260,chang2022absence
2201.07297,gregory2022strain
2201.07382,attard2022bose
2201.07397,sumita2022supercurrent
2201.07403,zarea2022effects
2201.07455,tokunaga2022slow
2201.07578,ghosh2022dynamical
2201.07593,torsello2022nodal
2201.07635,pei2022pressure
2201.07641,fareed20223d
2201.07686,marel2022extended
2201.07697,guarcello2022frustration
2201.07731,grankin2022interplay
2201.07747,deyo2022dissipation
2201.07780,huang20223d
2201.07854,avramovska2022planar
2201.08090,hainzl2022boundary
2201.08108,yan2022ubiquitous
2201.08123,lechermann2022emergent
2201.08532,nishioka2022nuclear
2201.08573,majidi2022electrical
2201.08801,zhang2022anomalous
2201.08892,clegg2022computational
2201.08917,gingras2022frequency
2201.08918,gingras2022superconductivity
2201.09185,kang2022van
2201.09188,hong2022surface
2201.09260,polini2022materials
2201.09374,nguyen2022scalable
2201.09428,cho2022competition
2201.09500,errea2022superconducting
2201.09515,alcala2022high
2201.09779,gusenkova2022operating
2201.09800,mineev2022low
2201.09840,valenciaibanez2022raman
2201.09894,marino2022dynamical
2201.10038,chow2022pairing
2201.10088,bai2022effective
2201.10089,hao2022topological
2201.10178,yuan2022correlation
2201.10216,prando2022complex
2201.10352,ge2022charge
2201.10425,grigoras2022qubit
2201.10564,dutta2022generating
2201.10615,klebl2022moir
2201.10701,suzuki2022mott
2201.10719,zhou2022new
2201.10971,grimaudo2022josephson
2201.11180,arnault2022dynamical
2201.11421,repplinger2022dispersion
2201.11453,grebenchuk2022nonlocal
2201.11469,bernardini2022thin
2201.11514,seshadri2022josephson
2201.11614,barkman2022elevated
2201.11686,christiansson2022superconductivity
2201.11688,santos2022influence
2201.11702,rhodes2022fese
2201.11719,zhu2022spina
2201.11723,babkin2022broadened
2201.11883,dias2022reply
2201.11943,fowlie2022intrinsic
2201.12008,kreisel2022theory
2203.13198,chalkiadakis2022dynamical
2201.12486,chen2022angular
2201.12551,ash2022experimental
2201.12721,machida2022superconductivity
2201.12882,haase2022different
2201.12967,jiang2022characterizing
2201.12969,inan2022superconductor
2201.12971,harvey2022evidence
2201.12999,osborn2022asynchronous
2201.13032,ding2022stability
2201.13062,guan2022re
2201.13109,ranni2022local
2201.13213,akbari2022fermi
2201.13276,portoles2022tunable
2201.13336,yang2022emergence
2201.13363,salis2022disorder
2202.00077,wissmann2022absence
2202.00227,karn2022topological
2202.00460,liu2022proximity
2202.00485,wuttke2022ubiquitous
2202.00687,amoretti2022destroying
2202.00852,ruiz2022stabilization
2202.00906,ding2022diagnosis
2202.00991,ghosh2022time
2202.01051,vasylenko2022element
2202.01231,maymann2022interaction
2202.01320,cai2022superconductivity
2202.01435,pan2022engineering
2202.01452,ikhsanov2022software
2202.01520,chan2022controlling
2202.01583,udina2022thz
2202.01776,rieger2022gralmonium
2202.01791,rampp2022integer
2202.01902,kang2022charge
2202.02014,santos20222d
2202.02117,lapp2022majorana
2202.02121,germanese2022bipolar
2202.02159,ko2022non
2202.02227,lazarevic2022evolution
2202.02260,sauls2022theory
2202.02269,maccari2022effects
2202.02353,yu2022euler
2202.02589,noat2022cuprates
2202.02739,tay2022s
2202.02754,berger2022attempt
2202.02761,contreras2022two
2202.03171,jonas2022quantum
2202.03479,chen2022competing
2202.03608,cao2022electromagnetic
2202.03623,liu2022emergence
2202.03664,he2022superconductivity
2202.03686,wang2022possible
2202.04071,zeng2022negative
2202.03781,ali2022coexistence
2202.03873,tajima2022nonequilibrium
2202.03910,cameron2022singlet
2202.04227,kanhirathingal2022feedback
2202.04254,cornelius2022understanding
2202.04338,li2022electron
2202.04408,reiss2022relaxation
2202.04493,pei2022pressurea
2202.04784,jang2022characterization
2202.04797,jiang2022local
2202.04838,jiang2022electronic
2202.04846,mawatari2022anomalous
2202.05363,wang2022heavy
2202.05366,wang2022exact
2202.05450,ran2022evidence
2202.05462,ma2022disorder
2202.05561,shang2022spin
2202.05588,yi2022large
2202.05663,xie2022varphi
2202.05665,schuster2022flux
2202.05740,monacelli2022quantum
2202.05781,edelstein2022holographic
2202.05824,chatterjee2022bells
2202.05850,wietek2022fragmented
2202.05851,kelly2022resonant
2202.05968,ren2022tuning
2202.05970,nguyen2022electrostatic
2202.05974,erlandsson2022parity
2202.05842,berger2022case
2202.06011,sourie2022generalization
2202.06029,lingannan2022pressure
2202.06032,oike2022metal
2202.06107,makita2022nonlinear
2202.06244,xia2022pressure
2202.06309,baeva2022slow
2202.06310,baeva2022natural
2202.06329,talantsev2022new
2202.06378,sahu2022superconducting
2202.06998,perez2022influence
2202.07019,acuna2022sputtering
2202.07034,brehm2022slowing
2202.07044,zhuk2022effect
2202.07083,perez2022role
2202.07103,matsumoto2022high
2202.07639,pecak2022unconventional
2202.07640,shanenko2022suppression
2202.07658,manna2022inner
2202.07713,guguchia2022tunable
2202.07725,liu2022superconductivity
2202.07794,bagchi2022observability
2202.08039,rozhkov2022negative
2202.08049,yuan2022pressure
2202.08110,hu2022disorder
2202.08283,kalenkov2022phase
2202.08525,takahashi2022pressure
2202.08570,zhang2022emergence
2202.08597,cappelluti2022properties
2202.08729,splitthoff2022gate
2202.08790,tummuru2022twisted
2202.08845,huang2022fluctuating
2202.08878,avers2022effects
